Date,Infrastructure_Machineries,Daily_Sales _Percentage,Daily_Sales_Quantity,Market_Share,Political,Marketing,Budget,Customer_Id,Region,Year,Month,Day,Day_of_Week,Is_Weekend,Rolling_7D_Sales,Rolling_30D_Sales,Cumulative_Sales
2019-01-03,83,0.8222044279334446,0.0147673446642518,0.0,0.0,1.0,0.0,13,432,2019,1,3,3,0,0.1091823899371069,0.172885180085273,0.0006409611904283
2019-01-03,87,0.8222044279334446,0.0172750069657286,0.0,0.0,1.0,0.0,14,674,2019,1,3,3,0,0.1033962264150943,0.1711764022761583,0.0001822340639453
2019-01-03,81,0.8222044279334446,0.0161604903872945,0.0,0.0,1.0,0.0,15,470,2019,1,3,3,0,0.1018867924528302,0.1688102427128092,0.00061896742409
2019-01-03,85,0.8222044279334446,0.0183895235441627,0.0,0.0,1.0,0.0,16,1307,2019,1,3,3,0,0.0996226415094339,0.1683619447082049,0.0006346772571888
2019-01-04,80,0.8620983073362587,0.99247701309557,1.0,0.0,1.0,0.0,17,505,2019,1,4,4,0,0.9758490566037736,0.8446173499012892,0.0115341594610898
2019-01-04,82,0.8620983073362587,0.022290331568682,0.0,0.0,1.0,0.0,18,1943,2019,1,4,4,0,0.9803773584905662,0.8112145419872989,0.0009708676855017
2019-01-04,83,0.1379016926637413,0.0156032320980774,0.0,0.0,1.0,0.0,19,1922,2019,1,4,4,0,0.9730817610062896,0.7769713157589131,0.0008169113211341
2019-01-04,84,0.8620983073362587,0.0167177486765115,0.0,0.0,1.0,0.0,20,1573,2019,1,4,4,0,0.9748427672955976,0.7466529522039915,0.0005969736577518
2019-01-04,5,0.8620983073362587,0.0161604903872945,0.0,0.0,1.0,0.0,21,1814,2019,1,4,4,0,0.9738364779874216,0.7187740838884724,0.0001696661974663
2019-01-04,85,0.8620983073362587,0.0172750069657286,0.0,0.0,1.0,0.0,22,1348,2019,1,4,4,0,0.9748427672955976,0.693925363412824,0.0008294791876131
2019-01-05,80,0.9042947171573152,0.021733073279465,0.0,0.0,1.0,0.0,23,974,2019,1,5,5,1,0.977861635220126,0.6734699802578097,0.0117792328574301
2025-03-15,82,0.9042947171573152,0.0167177486765115,0.0,0.0,1.0,0.0,24,720,2025,3,15,5,1,0.0968553459119497,0.6521426082917199,0.0011593856826865
2019-01-05,83,0.9042947171573152,0.01699637782112,0.0,0.0,1.0,0.0,25,970,2019,1,5,5,1,0.0920754716981132,0.6325898001661561,0.0010085712849386
2019-01-05,84,0.9042947171573152,0.0203399275564224,0.0,0.0,1.0,0.0,26,735,2019,1,5,5,1,0.0963522012578616,0.6160337552742616,0.0008263372209933
2019-01-05,81,0.9042947171573152,0.0206185567010309,0.0,0.0,1.0,0.0,27,908,2019,1,5,5,1,0.0998742138364779,0.6007847105861273,0.0008514729539513
2019-01-05,85,0.9042947171573152,0.0211758149902479,0.0,0.0,1.0,0.0,28,294,2019,1,5,5,1,0.1044025157232704,0.5868275942158987,0.0010682686507138
2019-01-05,87,0.8824206656164364,0.0197826692672053,0.0,0.0,1.0,0.0,29,1275,2019,1,5,5,1,0.1066666666666666,0.5732202996167692,0.0004053136939473
2019-01-06,82,0.8824206656164364,0.0214544441348565,0.0,0.0,1.0,0.0,30,892,2019,1,6,6,1,0.1064150943396226,0.5728719080246196,0.0014013171124069
2019-01-06,83,0.8824206656164364,0.0175536361103371,0.0,0.0,1.0,0.0,31,1776,2019,1,6,6,1,0.1071698113207547,0.5720589943096039,0.0012065151819827
2019-01-06,84,0.8824206656164364,0.0200612984118138,0.0,0.0,1.0,0.0,32,632,2019,1,6,6,1,0.109937106918239,0.5722912553710371,0.0010525588176151
2019-01-06,81,0.8824206656164364,0.0178322652549456,0.0,0.0,1.0,0.0,33,687,2019,1,6,6,1,0.1076729559748427,0.571826733248171,0.0010525588176151
2019-01-06,85,0.8824206656164364,0.0150459738088604,0.0,0.0,1.0,0.0,34,1343,2019,1,6,6,1,0.1026415094339622,0.5710138195331553,0.0012379348481801
2019-01-07,80,0.913705077991224,0.99247701309557,1.0,0.0,1.0,0.0,35,921,2019,1,7,0,0,0.979622641509434,0.978748112878876,0.0229709179569676
2019-01-07,82,0.913705077991224,0.0239621064363332,0.0,0.0,1.0,0.0,36,1621,2019,1,7,0,0,0.9833962264150946,0.9808384624317732,0.0016715262417052
2019-01-07,83,0.913705077991224,0.0192254109779883,0.0,0.0,1.0,0.0,37,594,2019,1,7,0,0,0.9813836477987422,0.9789803739403088,0.0014233108787452
2019-01-07,84,0.913705077991224,0.021733073279465,0.0,0.0,1.0,0.0,38,1896,2019,1,7,0,0,0.9851572327044028,0.9806062013703404,0.0012976322139553
2019-01-07,81,0.0862949220087759,0.0069657286152131,0.0,0.0,1.0,0.0,39,1968,2019,1,7,0,0,0.9733333333333336,0.974799674834514,0.0011311079831087
2019-01-07,85,0.913705077991224,0.0172750069657286,0.0,0.0,1.0,0.0,40,231,2019,1,7,0,0,0.9728301886792456,0.972825455812333,0.0014327367786044
2019-01-08,80,0.8722094235442193,0.0236834772917247,0.0,0.0,1.0,0.0,41,1043,2019,1,8,1,0,0.9806289308176102,0.9754964580188132,0.023237985119646
2019-01-08,82,0.8722094235442193,0.0178322652549456,0.0,0.0,1.0,0.0,42,684,2019,1,8,1,0,0.10062893081761,0.9730577168737662,0.0018726121053689
2019-01-08,6,0.8722094235442193,0.0214544441348565,0.0,0.0,1.0,0.0,43,2012,2019,1,8,1,0,0.0983647798742138,0.9758448496109626,0.0002293635632415
2019-01-08,87,0.8722094235442193,0.0175536361103371,0.0,0.0,1.0,0.0,44,1380,2019,1,8,1,0,0.0968553459119497,0.9759609801416792,0.0006032575909913
2019-01-08,81,0.8722094235442193,0.0175536361103371,0.0,0.0,1.0,0.0,45,1974,2019,1,8,1,0,0.0930817610062893,0.9765416327952618,0.0013290518801528
2019-01-08,85,0.8722094235442193,0.0183895235441627,0.0,0.0,1.0,0.0,46,213,2019,1,8,1,0,0.1033962264150943,0.9765416327952618,0.0016401065755077
2019-01-09,80,0.8030333348623881,0.016439119531903,0.0,0.0,1.0,0.0,47,2055,2019,1,9,2,0,0.1026415094339622,0.5697363836952736,0.0234233611502111
2019-01-09,82,0.8030333348623881,0.0208971858456394,0.0,0.0,1.0,0.0,48,260,2019,1,9,2,0,0.100125786163522,0.5691557310416908,0.0021082596018499
2025-03-15,83,0.8030333348623881,0.0186681526887712,0.0,0.0,1.0,0.0,49,597,2025,3,15,5,1,0.1008805031446541,0.5704331668795726,0.0016338226422682
2019-01-09,84,0.8030333348623881,0.0200612984118138,0.0,0.0,1.0,0.0,50,1389,2019,1,9,2,0,0.0996226415094339,0.571826733248171,0.0015238538105771
2019-01-09,81,0.8030333348623881,0.0197826692672053,0.0,0.0,1.0,0.0,51,15,2019,1,9,2,0,0.1016352201257861,0.5733364301474859,0.0015521315101548
2019-01-09,85,0.8030333348623881,0.0172750069657286,0.0,0.0,1.0,0.0,52,766,2019,1,9,2,0,0.1013836477987421,0.5733364301474859,0.001834908505932
2019-01-10,80,0.8901791947578135,0.9927556422401784,1.0,0.0,1.0,0.0,53,2048,2019,1,10,3,0,0.9811320754716982,0.9780513296945764,0.0346181882163683
2019-01-10,82,0.8901791947578135,0.0197826692672053,0.0,0.0,1.0,0.0,54,1829,2019,1,10,3,0,0.9841509433962266,0.9793287655324584,0.002331339231852
2019-01-10,83,0.8901791947578135,0.0178322652549456,0.0,0.0,1.0,0.0,55,1027,2019,1,10,3,0,0.9813836477987422,0.979677157124608,0.001834908505932
2019-01-10,84,0.8901791947578135,0.0167177486765115,0.0,0.0,1.0,0.0,56,1530,2019,1,10,3,0,0.979622641509434,0.9781674602252932,0.0017123718077619
2019-01-10,81,0.8901791947578135,0.0161604903872945,0.0,0.0,1.0,0.0,57,1013,2019,1,10,3,0,0.9761006289308176,0.9763093717338288,0.0017343655741001
2019-01-10,85,0.8901791947578135,0.0153246029534689,0.0,0.0,1.0,0.0,58,428,2019,1,10,3,0,0.9720754716981134,0.9738706305887816,0.002007716670018
2019-01-10,87,0.0259285269483353,0.0094733909166898,0.0,0.0,1.0,0.0,59,246,2019,1,10,3,0,0.9650314465408808,0.9695738009522704,0.0007100844560627
2019-01-11,82,0.9740714730516646,0.0225689607132906,0.0,0.0,1.0,0.0,60,1964,2019,1,11,4,0,0.0890566037735849,0.9700383230751366,0.0025858385280514
2019-01-11,83,0.9740714730516646,0.0206185567010309,0.0,0.0,1.0,0.0,61,209,2019,1,11,4,0,0.0898113207547169,0.9713157589130184,0.0020674140357932
2019-01-11,84,0.9740714730516646,0.0203399275564224,0.0,0.0,1.0,0.0,62,1669,2019,1,11,4,0,0.0920754716981132,0.9714318894437348,0.0019417353710034
2019-01-11,81,0.9740714730516646,0.0211758149902479,0.0,0.0,1.0,0.0,63,1979,2019,1,11,4,0,0.0961006289308176,0.972825455812333,0.0019731550372008
2019-01-11,85,0.9740714730516646,0.0139314572304263,0.0,0.0,1.0,0.0,64,1254,2019,1,11,4,0,0.0940880503144654,0.972360933689467,0.0021648150010054
2019-01-11,0,0.9487936699641888,0.0214544441348565,0.0,0.0,1.0,0.0,65,1915,2019,1,11,4,0,0.0996226415094339,0.5676460341423759,0.0002293635632415
2019-01-12,82,0.9487936699641888,0.0195040401225968,0.0,0.0,1.0,0.0,66,952,2019,1,12,5,1,0.1086792452830188,0.5657879456509116,0.0028057761914337
2019-01-12,83,0.9487936699641888,0.0192254109779883,0.0,0.0,1.0,0.0,67,289,2019,1,12,5,1,0.1056603773584906,0.5657879456509116,0.0022842097325558
2019-01-12,84,0.9487936699641888,0.0192254109779883,0.0,0.0,1.0,0.0,68,813,2019,1,12,5,1,0.1044025157232704,0.564742770874463,0.0021585310677659
2019-01-12,81,0.9487936699641888,0.0206185567010309,0.0,0.0,1.0,0.0,69,1072,2019,1,12,5,1,0.1046540880503144,0.5704331668795726,0.0022056605670621
2019-01-12,85,0.9487936699641888,0.0197826692672053,0.0,0.0,1.0,0.0,70,1084,2019,1,12,5,1,0.1033962264150943,0.5714783416560214,0.0023878946310074
2019-01-13,80,0.8614475960429735,0.9955419336862636,1.0,0.0,1.0,0.0,71,446,2019,1,13,6,1,0.9896855345911952,0.9765416327952618,0.0458444349487231
2019-01-13,82,0.8614475960429735,0.0189467818333797,0.0,0.0,1.0,0.0,72,59,2019,1,13,6,1,0.987421383647799,0.977006154918128,0.0030194299215765
2019-01-13,83,0.8614475960429735,0.0153246029534689,0.0,0.0,1.0,0.0,73,768,2019,1,13,6,1,0.9836477987421386,0.9744512832423644,0.0024570178966418
2025-03-15,87,0.8614475960429735,0.0208971858456394,0.0,0.0,1.0,0.0,74,656,2025,3,15,5,1,0.9851572327044028,0.9758448496109626,0.0009457319525437
2019-01-13,81,0.8614475960429735,0.0144887155196433,0.0,0.0,1.0,0.0,75,1556,2019,1,13,6,1,0.9808805031446542,0.9745674137730808,0.0023690428312889
2019-01-13,85,0.8614475960429735,0.016439119531903,0.0,0.0,1.0,0.0,76,1716,2019,1,13,6,1,0.9771069182389938,0.9737545000580654,0.0025732706615724
2019-01-14,80,0.838922808073661,0.0208971858456394,0.0,0.0,1.0,0.0,77,124,2019,1,14,0,0,0.97811320754717,0.9756125885495296,0.0460800824452041
2019-01-14,82,0.838922808073661,0.0208971858456394,0.0,0.0,1.0,0.0,78,1081,2019,1,14,0,0,0.0981132075471698,0.9756125885495296,0.0032550774180575
2019-01-14,83,0.1610771919263389,0.0122596823627751,0.0,0.0,1.0,0.0,79,557,2019,1,14,0,0,0.0920754716981132,0.9729415863430496,0.0025952644279107
2019-01-14,84,0.838922808073661,0.0197826692672053,0.0,0.0,1.0,0.0,80,1422,2019,1,14,0,0,0.0961006289308176,0.972825455812333,0.0023816106977679
2019-01-14,81,0.838922808073661,0.0153246029534689,0.0,0.0,1.0,0.0,81,1493,2019,1,14,0,0,0.0910691823899371,0.9709673673208687,0.002541850995375
2019-01-14,85,0.838922808073661,0.016439119531903,0.0,0.0,1.0,0.0,82,669,2019,1,14,0,0,0.0928301886792453,0.9706189757287188,0.0027586466921375
2019-01-15,80,0.8848233093313611,0.0197826692672053,0.0,0.0,1.0,0.0,83,1650,2019,1,15,1,0,0.0958490566037736,0.5650911624666126,0.0463031620752061
2019-01-15,82,0.8848233093313611,0.0239621064363332,0.0,0.0,1.0,0.0,84,16,2019,1,15,1,0,0.0986163522012578,0.5668331204273604,0.0035252865473557
2019-01-15,83,0.8848233093313611,0.0172750069657286,0.0,0.0,1.0,0.0,85,1891,2019,1,15,1,0,0.0953459119496855,0.5666008593659273,0.002790066358335
2019-01-15,84,0.8848233093313611,0.0153246029534689,0.0,0.0,1.0,0.0,86,1508,2019,1,15,1,0,0.0981132075471698,0.5660202067123448,0.002554418861854
2019-01-15,1,0.8848233093313611,0.0206185567010309,0.0,0.0,1.0,0.0,87,1867,2019,1,15,1,0,0.0988679245283019,0.5678782952038091,0.0002199376633822
2019-01-15,85,0.8848233093313611,0.0178322652549456,0.0,0.0,1.0,0.0,88,869,2019,1,15,1,0,0.1011320754716981,0.5689234699802579,0.0029597325558013
2019-01-15,87,0.9079987960263844,0.99052660908331,1.0,0.0,1.0,0.0,89,13,2019,1,15,1,0,0.9806289308176102,0.9778190686331436,0.012115423285743
2019-01-16,82,0.9079987960263844,0.0128169406519921,0.0,0.0,1.0,0.0,90,1434,2019,1,16,2,0,0.9743396226415096,0.9737545000580654,0.003669817011864
2019-01-16,83,0.9079987960263844,0.0234048481471161,0.0,0.0,1.0,0.0,91,284,2019,1,16,2,0,0.9738364779874216,0.9749158053652304,0.0030539915543937
2019-01-16,84,0.9079987960263844,0.0192254109779883,0.0,0.0,1.0,0.0,92,58,2019,1,16,2,0,0.9755974842767298,0.9744512832423644,0.0027712145586165
2019-01-16,81,0.9079987960263844,0.0236834772917247,0.0,0.0,1.0,0.0,93,1919,2019,1,16,2,0,0.9831446540880504,0.9754964580188132,0.0028089181580534
2019-01-16,85,0.9079987960263844,0.0186681526887712,0.0,0.0,1.0,0.0,94,270,2019,1,16,2,0,0.9813836477987422,0.977470677040994,0.0031702443193243
2019-01-17,80,0.9755230781508322,0.0203399275564224,0.0,0.0,1.0,0.0,95,1500,2019,1,17,3,0,0.9836477987421386,0.977006154918128,0.0465325256384476
2019-01-17,82,0.9755230781508322,0.022290331568682,0.0,0.0,1.0,0.0,96,1407,2019,1,17,3,0,0.1094339622641509,0.9781674602252932,0.0039211743414437
2019-01-17,83,0.9755230781508322,0.0128169406519921,0.0,0.0,1.0,0.0,97,588,2019,1,17,3,0,0.1094339622641509,0.9754964580188132,0.003198522018902
2019-01-17,84,0.9755230781508322,0.0200612984118138,0.0,0.0,1.0,0.0,98,1455,2019,1,17,3,0,0.1064150943396226,0.9758448496109626,0.0029974361552382
2025-03-15,81,0.0244769218491677,0.0108665366397325,0.0,0.0,1.0,0.0,99,1735,2025,3,15,5,1,0.0988679245283019,0.9717802810358844,0.0029314548562236
2019-01-17,85,0.9755230781508322,0.0197826692672053,0.0,0.0,1.0,0.0,100,311,2019,1,17,3,0,0.0953459119496855,0.9717802810358844,0.0033933239493263
2019-01-18,80,0.90254279730325,0.0200612984118138,0.0,0.0,1.0,0.0,101,305,2019,1,18,4,0,0.0966037735849056,0.5652072929973291,0.0467587472350693
2019-01-18,82,0.90254279730325,0.0192254109779883,0.0,0.0,1.0,0.0,102,351,2019,1,18,4,0,0.0955974842767295,0.5653234235280455,0.0041379700382063
2019-01-18,83,0.90254279730325,0.021733073279465,0.0,0.0,1.0,0.0,103,1108,2019,1,18,4,0,0.0950943396226415,0.5679944257345257,0.0034435954152423
2019-01-18,87,0.90254279730325,0.0150459738088604,0.0,0.0,1.0,0.0,104,135,2019,1,18,4,0,0.0971069182389937,0.5655556845894787,0.0122850894832093
2019-01-18,81,0.90254279730325,0.0195040401225968,0.0,0.0,1.0,0.0,105,870,2019,1,18,4,0,0.0966037735849056,0.5676460341423759,0.0031513925196058
2019-01-18,85,0.90254279730325,0.0206185567010309,0.0,0.0,1.0,0.0,106,1258,2019,1,18,4,0,0.1054088050314465,0.569387992103124,0.0036258294791876
2019-01-19,80,0.8765141696258067,0.9899693507940932,1.0,0.0,1.0,0.0,107,1419,2019,1,19,5,1,0.9813836477987422,0.9732899779351992,0.0579221546350291
2019-01-19,82,0.8765141696258067,0.0197826692672053,0.0,0.0,1.0,0.0,108,1399,2019,1,19,5,1,0.9811320754716982,0.972825455812333,0.0043610496682083
2019-01-19,86,0.8765141696258067,0.0214544441348565,0.0,0.0,1.0,0.0,109,1316,2019,1,19,5,1,0.9831446540880504,0.9766577633259784,0.0002293635632415
2019-01-19,84,0.8765141696258067,0.0197826692672053,0.0,0.0,1.0,0.0,110,309,2019,1,19,5,1,0.9813836477987422,0.9766577633259784,0.0032205157852402
2019-01-19,81,0.8765141696258067,0.0172750069657286,0.0,0.0,1.0,0.0,111,111,2019,1,19,5,1,0.9833962264150946,0.977470677040994,0.0033461944500301
2019-01-19,85,0.8765141696258067,0.0128169406519921,0.0,0.0,1.0,0.0,112,1392,2019,1,19,5,1,0.977358490566038,0.9759609801416792,0.0037703599436959
2019-01-20,80,0.938282113137074,0.0234048481471161,0.0,0.0,1.0,0.0,113,2080,2019,1,20,6,1,0.9798742138364782,0.977470677040994,0.0581860798310878
2019-01-20,82,0.938282113137074,0.0211758149902479,0.0,0.0,1.0,0.0,114,1642,2019,1,20,6,1,0.1051572327044025,0.9763093717338288,0.004599839131309
2019-01-20,83,0.938282113137074,0.0175536361103371,0.0,0.0,1.0,0.0,115,1574,2019,1,20,6,1,0.1031446540880503,0.9764255022645454,0.0036415393122863
2019-01-20,84,0.938282113137074,0.0133741989412092,0.0,0.0,1.0,0.0,116,1142,2019,1,20,6,1,0.0958490566037736,0.9756125885495296,0.0033713301829881
2019-01-20,81,0.938282113137074,0.0234048481471161,0.0,0.0,1.0,0.0,117,1874,2019,1,20,6,1,0.0991194968553459,0.976773893856695,0.0036101196460888
2019-01-20,85,0.938282113137074,0.0208971858456394,0.0,0.0,1.0,0.0,118,1424,2019,1,20,6,1,0.1023899371069182,0.9780513296945764,0.0040060074401769
2019-01-20,87,0.1573731130572698,0.0128169406519921,0.0,0.0,1.0,0.0,119,1714,2019,1,20,6,1,0.1023899371069182,0.5705492974102893,0.0124296199477176
2019-01-21,82,0.8426268869427302,0.0181108943995541,0.0,0.0,1.0,0.0,120,1003,2019,1,21,0,0,0.0976100628930818,0.5727557774939032,0.0048040669615926
2019-01-21,83,0.8426268869427302,0.0147673446642518,0.0,0.0,1.0,0.0,121,37,2019,1,21,0,0,0.0918238993710691,0.5691557310416908,0.0038080635431329
2019-01-21,84,0.8426268869427302,0.0175536361103371,0.0,0.0,1.0,0.0,122,1023,2019,1,21,0,0,0.0918238993710691,0.5684589478573918,0.0035692740800321
2019-01-21,81,0.8426268869427302,0.0178322652549456,0.0,0.0,1.0,0.0,123,1907,2019,1,21,0,0,0.0958490566037736,0.5660202067123448,0.0038112055097526
2025-03-15,85,0.8426268869427302,0.0181108943995541,0.0,0.0,1.0,0.0,124,658,2025,3,15,5,1,0.0910691823899371,0.5657879456509116,0.0042102352704604
2019-01-22,80,0.8658524302860946,0.993591529674004,1.0,0.0,1.0,0.0,125,1719,2019,1,22,1,0,0.9693081761006292,0.9714318894437348,0.0693903327971043
2019-01-22,82,0.8658524302860946,0.0195040401225968,0.0,0.0,1.0,0.0,126,716,2019,1,22,1,0,0.9753459119496856,0.9702705841365696,0.0050240046249748
2019-01-22,83,0.8658524302860946,0.0206185567010309,0.0,0.0,1.0,0.0,127,2006,2019,1,22,1,0,0.977610062893082,0.9735222389966324,0.0040405690729941
2019-01-22,84,0.8658524302860946,0.0181108943995541,0.0,0.0,1.0,0.0,128,364,2019,1,22,1,0,0.9806289308176102,0.9727093252816166,0.0037735019103157
2019-01-22,81,0.8658524302860946,0.0156032320980774,0.0,0.0,1.0,0.0,129,1311,2019,1,22,1,0,0.978867924528302,0.9746835443037976,0.0039871556404584
2019-01-22,85,0.8658524302860946,0.0220117024240735,0.0,0.0,1.0,0.0,130,1560,2019,1,22,1,0,0.9826415094339624,0.9756125885495296,0.0044584506334204
2019-01-22,2,0.8439783787452158,0.0139314572304263,0.0,0.0,1.0,0.0,131,1376,2019,1,22,1,0,0.978867924528302,0.9730577168737662,0.0001445304645083
2019-01-23,82,0.8439783787452158,0.0181108943995541,0.0,0.0,1.0,0.0,132,106,2019,1,23,2,0,0.0981132075471698,0.9725931947509,0.0052282324552583
2019-01-23,83,0.8439783787452158,0.0211758149902479,0.0,0.0,1.0,0.0,133,1803,2019,1,23,2,0,0.0996226415094339,0.972360933689467,0.0042793585360949
2019-01-23,87,0.8439783787452158,0.0181108943995541,0.0,0.0,1.0,0.0,134,2004,2019,1,23,2,0,0.0973584905660377,0.9736383695273488,0.0126338477780012
2019-01-23,81,0.8439783787452158,0.0242407355809417,0.0,0.0,1.0,0.0,135,1608,2019,1,23,2,0,0.1028930817610063,0.9756125885495296,0.0042605067363764
2019-01-23,85,0.8439783787452158,0.0175536361103371,0.0,0.0,1.0,0.0,136,2040,2019,1,23,2,0,0.1046540880503144,0.9743351527116476,0.0046563945304645
2019-01-24,80,0.9233656969316896,0.0172750069657286,0.0,0.0,1.0,0.0,137,977,2019,1,24,3,0,0.100377358490566,0.5689234699802579,0.0695851347275286
2019-01-24,82,0.9233656969316896,0.021733073279465,0.0,0.0,1.0,0.0,138,1168,2019,1,24,3,0,0.1074213836477987,0.5697363836952736,0.0054733058515986
2019-01-24,83,0.0766343030683103,0.0114237949289495,0.0,0.0,1.0,0.0,139,297,2019,1,24,3,0,0.1013836477987421,0.5655556845894787,0.0044081791675045
2019-01-24,84,0.9233656969316896,0.0197826692672053,0.0,0.0,1.0,0.0,140,655,2019,1,24,3,0,0.100125786163522,0.5655556845894787,0.0039965815403177
2019-01-24,81,0.9233656969316896,0.0158818612426859,0.0,0.0,1.0,0.0,141,1916,2019,1,24,3,0,0.0981132075471698,0.5649750319358959,0.0044395988337019
2019-01-24,85,0.9233656969316896,0.0192254109779883,0.0,0.0,1.0,0.0,142,910,2019,1,24,3,0,0.0935849056603773,0.5676460341423759,0.004873190227227
2019-01-25,80,0.9712183320692448,1.0,1.0,0.0,1.0,0.0,143,1152,2019,1,25,4,0,0.9806289308176102,0.9746835443037976,0.0808616529257993
2019-01-25,82,0.9712183320692448,0.0189467818333797,0.0,0.0,1.0,0.0,144,1610,2019,1,25,4,0,0.9821383647798744,0.9737545000580654,0.0056869595817414
2019-01-25,83,0.9712183320692448,0.0197826692672053,0.0,0.0,1.0,0.0,145,845,2019,1,25,4,0,0.9803773584905662,0.9746835443037976,0.0046312587975065
2019-01-25,84,0.9712183320692448,0.021733073279465,0.0,0.0,1.0,0.0,146,1382,2019,1,25,4,0,0.9896855345911952,0.9781674602252932,0.0042416549366579
2019-01-25,81,0.9712183320692448,0.0192254109779883,0.0,0.0,1.0,0.0,147,1174,2019,1,25,4,0,0.989182389937107,0.9764255022645454,0.0046563945304645
2019-01-25,85,0.9712183320692448,0.0183895235441627,0.0,0.0,1.0,0.0,148,2098,2019,1,25,4,0,0.9914465408805032,0.9753803274880966,0.0050805600241303
2025-03-15,87,0.9443387665051524,0.0186681526887712,0.0,0.0,1.0,0.0,149,1973,2025,3,15,5,1,0.9909433962264153,0.9778190686331436,0.0128443595415242
2019-01-26,82,0.9443387665051524,0.0203399275564224,0.0,0.0,1.0,0.0,150,295,2019,1,26,5,1,0.1064150943396226,0.978748112878876,0.0059163231449829
2019-01-26,83,0.9443387665051524,0.0225689607132906,0.0,0.0,1.0,0.0,151,1128,2019,1,26,5,1,0.1096855345911949,0.9819997677389388,0.004885758093706
2019-01-26,84,0.9443387665051524,0.0172750069657286,0.0,0.0,1.0,0.0,152,137,2019,1,26,5,1,0.1074213836477987,0.981883637208222,0.0044364568670822
2019-01-26,3,0.9443387665051524,0.0195040401225968,0.0,0.0,1.0,0.0,153,1997,2019,1,26,5,1,0.1054088050314465,0.982580420392521,0.0002073697969032
2019-01-26,85,0.9443387665051524,0.0183895235441627,0.0,0.0,1.0,0.0,154,2037,2019,1,26,5,1,0.1046540880503144,0.9826965509232376,0.0052879298210335
2019-01-27,80,0.9547001659548184,0.021733073279465,0.0,0.0,1.0,0.0,155,1326,2019,1,27,6,1,0.1076729559748427,0.5776332597839973,0.0811067263221395
2019-01-27,82,0.9547001659548184,0.0186681526887712,0.0,0.0,1.0,0.0,156,865,2019,1,27,6,1,0.1076729559748427,0.5772848681918477,0.0061268349085059
2019-01-27,83,0.9547001659548184,0.0147673446642518,0.0,0.0,1.0,0.0,157,456,2019,1,27,6,1,0.1026415094339622,0.5748461270468006,0.0050522823245525
2019-01-27,84,0.9547001659548184,0.0167177486765115,0.0,0.0,1.0,0.0,158,719,2019,1,27,6,1,0.0973584905660377,0.5742654743932181,0.004624974864267
2019-01-27,81,0.0452998340451816,0.0130955697966007,0.0,0.0,1.0,0.0,159,1398,2019,1,27,6,1,0.0935849056603773,0.5732202996167692,0.0048040669615926
2019-01-27,85,0.9547001659548184,0.0192254109779883,0.0,0.0,1.0,0.0,160,1217,2019,1,27,6,1,0.0933333333333333,0.5720589943096039,0.005504725517796
